MinSup,MaxPer,PFItemCount,prepare_database,make_transaction,build_tree,upfp_growth,produce_pattern
4.0,2048.0,56.0,0.11260938799932774,6.192332505000195,0.17690765200040914,163.2701659029999,187.88298977000068
4.0,2048.0,56.0,0.07118428899957507,10.32709784599956,0.47356814199974906,176.5811099120001,209.06422913200004
4.0,2048.0,56.0,0.06958356599898252,10.207671751000817,0.3245614560000831,142.6193813610007,117.60693833699952
4.0,2048.0,56.0,0.03669925900067028,4.138117978000082,0.13879697999982454,125.98429530800058,198.4817673080015
4.0,2048.0,56.0,0.1137197260013636,7.420197901001302,0.2977407950002089,189.325370433,120.1645816850014
2.0,2048.0,56.0,0.040633533000800526,5.082794488000218,0.14066833500146458,278.1307913109995,346.2236045410009
2.0,2048.0,56.0,0.05229656600022281,6.166735797000001,0.21244030200068664,410.66688410000097,243.61472180799865
2.0,2048.0,56.0,0.0349062879995472,3.8507773900000757,0.20382040899858112,269.11621579599887,241.3405729240003
2.0,2048.0,56.0,0.03521693499897083,3.924684978001096,0.14160091399935482,266.9567330049995,241.1133690780007
2.0,2048.0,56.0,0.03505019400108722,3.8520844890008448,0.14048486899991985,266.02028029400026,242.30834872500054
1.0,2048.0,58.0,0.03508500600037223,4.025719801000378,0.17201608099821897,678.3421225269994,780.0600047250009
1.0,2048.0,58.0,0.03805722700053593,4.00120600199989,0.14190713099924324,678.0064917140007,778.5699134089991
1.0,2048.0,58.0,0.0358253969989164,4.008998847000839,0.15583193699967524,675.9267915020009,777.3419708879992
1.0,2048.0,58.0,0.03559273700011545,4.038000349999493,0.14348662500015053,679.953061229,775.5557368490008
1.0,2048.0,58.0,0.03519485500146402,4.012639067001146,0.14735213599851704,678.579938425999,775.9703252440013
