,Item,ExpSup,MaxPeriod
307,819,1257.042,508.0
308,37,1255.2630000000001,817.0
309,591,1255.249,554.0
310,181,1237.6370000000002,580.0
311,784,1236.668,646.0
312,422,1235.0980000000004,685.0
313,207,1222.982,663.0
314,197,1222.3310000000004,525.0
315,718,1220.7350000000001,563.0
316,573,1212.3919999999998,669.0
317,716,1207.93,690.0
318,517,1207.0020000000002,629.0
319,843,1205.984,578.0
320,550,1204.235,610.0
321,94,1203.7610000000002,677.0
322,348,1203.196,550.0
323,170,1200.2220000000002,848.0
324,988,1190.4930000000002,670.0
325,527,1188.4709999999998,497.0
326,600,1185.4079999999997,562.0
327,414,1176.2230000000002,738.0
328,378,1164.71,680.0
329,322,1164.642,575.0
330,900,1163.6119999999996,680.0
331,978,1162.524,571.0
332,111,1160.533,784.0
333,515,1154.7669999999998,543.0
334,377,1154.4880000000003,611.0
335,157,1145.767,711.0
336,733,1142.7459999999999,628.0
337,104,1141.426,454.0
338,394,1134.1509999999998,650.0
339,357,1132.9360000000001,659.0
340,948,1131.8560000000002,736.0
341,688,1127.6070000000002,608.0
342,992,1121.7530000000002,651.0
343,458,1119.1370000000002,752.0
344,941,1118.385,626.0
345,628,1112.1519999999998,558.0
346,105,1111.0420000000001,729.0
347,567,1110.3079999999998,701.0
348,554,1109.991,629.0
349,122,1093.0529999999999,693.0
350,173,1091.6719999999998,985.0
351,790,1089.325,690.0
352,5,1088.8199999999997,740.0
353,171,1082.905,792.0
354,468,1079.858,813.0
355,126,1079.059,719.0
356,632,1073.2849999999999,595.0
357,708,1071.927,585.0
358,361,1070.0259999999998,595.0
359,429,1062.3339999999998,532.0
360,336,1061.7739999999997,546.0
361,563,1051.75,690.0
362,490,1046.7250000000001,748.0
363,546,1045.314,722.0
364,928,1043.961,683.0
365,710,1041.745,693.0
366,325,1039.169,732.0
367,366,1034.3939999999998,1013.0
368,823,1033.5240000000001,677.0
369,428,1031.703,833.0
